"lat","long","strength","causalties","campaign","depiction","year","month","day","name","result","desc"
"51.1528","2.72306","Britain: 3monitors, 60,000â€“85,000 men, France: 6,600 men (1,450 infantry), auxiliary ships, Belgium: 52,000 men","Belgium: 3,500 killed, 15,000 wounded","World_War_I, Race_to_the_Sea","https://upload.wikimedia.org/wikipedia/commons/d/d9/Fall_of_Antwerp_and_the_Allied_retreat,_1914.jpg","1914","10","31","Battle of the Yser","Allied victory","The Battle of the Yser (French: Bataille de l'Yser, Dutch: Slag om de IJzer) was a battle of the First World War that took place in October 1914 between the towns of Nieuwpoort and Diksmuide, along a 35 km (22 mi) stretch of the Yser River and the Yperlee Canal, in Belgium. The front line was held by a large Belgian force, which halted the German advance in a costly defensive battle. The victory at the Yser allowed Belgium to retain a small strip of territory, with Germany in control of 95 per cent of Belgian territory, which made King Albert a Belgian national hero, sustained national pride and provided a venue for commemorations of heroic sacrifice for the next hundred years."
"50.6881","2.88111","2 divisions, one brigade, 5 divisions, Conneau Cavalry Corps","5,779","Race_to_the_Sea, World_War_I","https://upload.wikimedia.org/wikipedia/commons/6/68/Cameronians_officers_with_French_75_at_Bas_Maesnil_Oct_1914_IWM_Q_51514.jpg","1914","11","2","Battle of Armentières","Inconclusive","The Battle of Armentières (also Battle of Lille) was fought by German and Franco-British forces in northern France in October 1914, during reciprocal attempts by the armies to envelop the northern flank of their opponent, which has been called the Race to the Sea. Troops of the British Expeditionary Force (BEF) moved north from the Aisne front in early October and then joined in a general advance with French troops further south, pushing German cavalry and Jäger back towards Lille until 19 October. German infantry reinforcements of the 6th Army arrived in the area during October. The 6th Army began attacks from Arras north to Armentières in late October, which were faced by the BEF III Corps from Rouges Bancs, past Armentières north to the Douve river beyond the Lys. During desperate and mutually costly German attacks, the III Corps, with some British and French reinforcements, was pushed back several times, in the 6th Division area on the right flank but managed to retain Armentières. The offensive of the German 4th Army at Ypres and the Yser was made the principal German effort and the attacks of the 6th Army were reduced to probes and holding attacks at the end of October, which gradually diminished during November."
"49.5","2.83333","Sixth Army, 1st Army, Second Army, 6th Army","unknown","Race_to_the_Sea, World_War_I","https://upload.wikimedia.org/wikipedia/commons/e/e6/Franco-German_flanking_moves,_15_September_-_8_October_1914.jpg","1914","9","26","First Battle of Picardy","Inconclusive","The First Battle of Picardy (22-26 September 1914) took place during the Race to the Sea (17 September - 19 October) and the First Battle of the Aisne (13-28 September). The race was a Franco-British counter-offensive, which followed the Battle of the Frontiers (7 August - 13 September) and the German advance into France during the Great Retreat, which ended at the First Battle of the Marne (5-12 September). The term describes reciprocal attempts by the Franco-British and German armies to envelop the northern flank of the opposing army, through Picardy, Artois and Flanders. The first outflanking attempt resulted in an encounter battle in Picardy. The French Sixth Army attacked up the Oise river valley towards Noyon, as the Second Army assembled further north, ready to attempt to advance round the northern flank of the German 1st Army. Both French armies managed to advance successively on a line from Roye to Chaulnes, until the German 6th Army and other reinforcements arrived from Lorraine and halted the French advance. Both sides then attempted another flanking move to the north, which merged into the Battle of Albert (25-29 September)."
"49.9617","3.23667","32 divisions: 30 British Empire; two United States divisions, 39 divisions","13,182, 2,577, 8,802 (partial)","Hundred_Days_Offensive","https://upload.wikimedia.org/wikipedia/commons/c/c1/Breaking_the_hindenburg_line.jpg","1918","10","10","Battle of St. Quentin Canal","Allied victory","The Battle of St. Quentin Canal was a pivotal battle of World War I that began on 29 September 1918 and involved British, Australian and American forces operating as part of the British Fourth Army under the overall command of General Sir Henry Rawlinson. Further north, part of the British Third Army also supported the attack. South of the Fourth Army's 19 km (12 mi) front, the French First Army launched a coordinated attack on a 9.5 km (6 mi) front. The objective was to break through one of the most heavily defended stretches of the German Siegfriedstellung (Hindenburg Line), which in this sector used the St Quentin Canal as part of its defences. The assault achieved its objectives (though not according to the planned timetable), resulting in the first full breach of the Hindenburg Line, in the face of heavy German resistance. In concert with other attacks of the Grand Offensive along the length of the line, Allied success convinced the German high command that there was little hope of an ultimate German victory."
"50.2833","3.11667","13 divisions","30,000","Hundred_Days_Offensive","https://upload.wikimedia.org/wikipedia/commons/5/5d/Canal_du_Nord_-_Building_an_extra_bridge_(2).jpg","1918","10","1","Battle of Canal du Nord","Allied victory","The Battle of Canal du Nord was part of the Hundred Days Offensive of the First World War by the Allies against German positions on the Western Front. The battle took place in the Nord-Pas-de-Calais region of France, along an incomplete portion of the Canal du Nord and on the outskirts of Cambrai between 27 September and 1 October 1918. To prevent the Germans from sending reinforcements against one attack, the assault along the Canal du Nord was part of a sequence of Allied attacks at along the Western Front. The attack began the day after the Meuse-Argonne Offensive commenced, a day before an offensive in Belgian Flanders and two days before the Battle of St. Quentin Canal. The attack took place along the boundary between the British First Army and Third Army, which were to continue the advance started with the Battle of the Drocourt-Quéant Line, Battle of Havrincourt and Battle of Epehy. The First Army was to lead the crossing of the Canal du Nord and secure the northern flank of the British Third Army as both armies advanced towards Cambrai. The Third Army was also to capture the Escaut (Scheldt) Canal, to support the Fourth Army during the Battle of St. Quentin Canal."
"50.1767","3.2356","30,000 in 1 division, 630,000 in 21 divisions, 180,000, 90,000 in 3 divisions, 324 tanks","12,000","Hundred_Days_Offensive","https://upload.wikimedia.org/wikipedia/commons/8/8c/Canadian_troops_on_Arras-_Cambrai_road-1918.jpg","1918","10","10","Battle of Cambrai, 1918","Allied victory","The Battle of Cambrai, 1918 (also known as the Second Battle of Cambrai) was a battle between troops of the British First, Third and Fourth Armies and German Empire forces during the Hundred Days Offensive of the First World War. The battle took place in and around the French city of Cambrai, between 8 and 10 October 1918. The battle incorporated many of the newer tactics of 1918, in particular tanks. The battle witnessed over 300 tanks taking part. Gaining considerable ground in less than 36 hours. With about 2,000 more British casualties than German, which was light relative to earlier phases of the war."
"41.3572","22.6094","1 army, 2 divisions","400+ killed","Balkans_theatre","https://upload.wikimedia.org/wikipedia/commons/b/be/2r_a_armija_operacii.jpg","1915","12","12","Battle of Kosturino","Bulgarian victory","The Battle of Kosturino was a World War I battle, fought between 6 and 12 December 1915. The battle was fought in the initial stage of the Macedonian campaign, in the Balkans Theatre. On 6 December, a Bulgarian troops attacked the French and British-held trenches in Kosturino, at the time part of the Kingdom of Serbia (present day North Macedonia). The offensive was at first held in check, however on 8 December, Bulgaria managed to infiltrate the Memesli ravine. Bulgaria then seized Crete Simonet, thus threatening to outflank the Allies. The Entente defeat at Kosturino led to the complete withdrawal of Allied forces from Serbia, thus enabling the Central Powers to build the Berlin to Constantinople rail line. The Allies in the meantime concentrated on solidifying their defenses in Greece."
"41.2167","22.75","35,000https://web.archive.org/web/20180713143757/http://www.vi-books.com/vis/vis4_1/01_otbranata....htm, 45,672, 29,328, Total: 75,000","3,155-3,871, 3,404-3,948, Total: 6,559-7,819, (official numbers)","Vardar_offensive","https://upload.wikimedia.org/wikipedia/commons/3/37/Karasouli_Polykastro_British_Military_Cemetery.jpg","1918","9","19","Battle of Doiran","Bulgarian victory","The Third Battle of Doiran was fought from 18-19 September 1918, with the British and the Greeks assaulting the positions of the Bulgarian First Army near Dojran Lake. The battle was part of World War I and took place in the Balkan Theatre. The battle ended with the Bulgarians repulsing all attacks."
"41.0889","22.3944","5 regiments, (from 3 divisions), 1 brigade, 1 brigade with cannons and flamethrowers","441 killed, 2,227 wounded, 164 missing","Macedonian_front","https://upload.wikimedia.org/wikipedia/commons/f/fd/Greek_Parade_Paris_1919.jpg","1918","5","31","Battle of Skra-di-Legen","Entente victory","The Battle of Skra-di-Legen (Skora di Legen) was a two-day battle which took place at the Skra fortified position, located northeast of Mount Paiko, which is north-west of Thessaloniki, on May 29-30, 1918, on the Macedonian front of World War I. The battle was the first large-scale employment on the front of Greek troops of the National Defense Army Corps (Greece, united after the National Schism, had joined the war in summer 1917), and resulted in the elimination of a whole enemy regiment and in the capture of the heavily fortified Bulgarian positions. The Allied force comprised three Greek divisions of the National Defense Army Corps under Lieutenant General Emmanouil Zymvrakakis, plus one French brigade. The three Greek divisions comprised 
* the Archipelago Division under Major General Dimitrios Ioannou, 
* the Crete Division under Major General Panagiotis Spiliadis, 
* the Serres Division under Lieutenant Colonel Epameinondas Zymvrakakis. The 5th and 6th Regiments from the Archipelago Division were in the center, the 7th and 8th Regiments from the Crete Division were on the right flank and the 1st Regiment of the Serres Division was on the left flank."
"41.1875","22.7206","1 Division:, 110 mortars, 130 machine guns, 147 guns, 160 guns, 3 Divisions:, 30,000 men, 35 mortars, 43,000 men, 440 machine guns","2,000","Macedonian_front","https://upload.wikimedia.org/wikipedia/commons/5/57/Serbia-WW1-4.jpg","1917","4","22","Battle of Doiran","Bulgarian victory","The Battle of Doiran was a 1917 battle between the United Kingdom and Bulgaria during World War I."
"40.7833","21.4","117,368, 124,000, 128 machine guns, 190 field guns","5,478, 1,079 killed, Total:, 4,399 wounded","Macedonian_front","https://upload.wikimedia.org/wikipedia/commons/1/1c/Bulgaria_during_World_War_I.png","1916","8","28","Battle of Florina","Inconclusive, * Bulgarian advance stopped, * The Bulgarians capture Florina","The Battle of Lerin or Battle of Florina or Chegan offensive was an offensive operation of the Bulgarian army during the First World War between 17-28 August 1916 in which they conquered the city of Florina (in present-day Greece but in Bulgaria known as Lerin), but failed to take Chegan."
"41.2167","22.75","35,000https://web.archive.org/web/20180713143757/http://www.vi-books.com/vis/vis4_1/01_otbranata....htm, 45,672, 29,328, Total: 75,000","3,155-3,871, 3,404-3,948, Total: 6,559-7,819, (official numbers)","Vardar_offensive","https://upload.wikimedia.org/wikipedia/commons/3/37/Karasouli_Polykastro_British_Military_Cemetery.jpg","1918","9","19","Battle of Doiran","Bulgarian victory","The Third Battle of Doiran was fought from 18-19 September 1918, with the British and the Greeks assaulting the positions of the Bulgarian First Army near Dojran Lake. The battle was part of World War I and took place in the Balkan Theatre. The battle ended with the Bulgarians repulsing all attacks."
"46.3789","10.5667","307th and 308thAlpiniCompanies of the Battalion \Monte Ortler\, 150KaiserschÃ¼tzen(3rd KuKKaiserjÃ¤gerRegiment)","10 killed","Italian_front_(World_War_I), World_War_I","https://upload.wikimedia.org/wikipedia/commons/a/ac/Battle.of.San.Matteo.memorial.jpg","1918","9","3","Battle of San Matteo","Austro-Hungarian victory",NA
"45.9558","12.3469","*1,415,000 in 52 divisions, *1,800,000, *25,000 in 2 divisions, *â‰ˆ40,000 in 3 divisions, 57 divisions:, 6,145 guns, 600 aircraft, 61 divisions:, 7,700 guns, Total : 1,485,000","* 23,000 wounded, 2,139, 37,461, * 7,000 killed, * 8,000 missing or captured, 778, 40,378","Italian_front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/0/0d/Liberazione_di_Trieste.jpg","1918","11","4","Battle of Vittorio Veneto","* Collapse of the Austro-Hungarian Empire, Italian victory","The Battle of Vittorio Veneto was fought from 24 October to 3 November 1918 (with an armistice taking effect 24 hours later) near Vittorio Veneto on the Italian Front during World War I. After having thoroughly defeated Austro-Hungarian troops during the defensive Battle of the Piave River, the Italian army launched a great counter-offensive: the Italian victory marked the end of the war on the Italian Front, secured the dissolution of the Austro-Hungarian Empire and contributed to the end of the First World War just one week later. The battle led to the capture of over 5,000 artillery pieces and over 350,000 Austro-Hungarian troops, including 120,000 Germans, 83,000 Czechs and Slovaks, 60,000 South Slavs, 40,000 Poles, several tens of thousands of Romanians and Ukrainians, and 7,000 Austro-Hungarian loyalist Italians and Friulians."
"45.9692","13.6111","155 battalions626 guns, 370 battalions1,374 guns","49,500 (7,500 dead","Italian_front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/2/27/Italian_Front_1915-1917.jpg","1915","12","2","Fourth Battle of the Isonzo","Italian offensive suspendedConquest of important entrenchments","The Fourth Battle of the Isonzo was fought between the armies of Kingdom of Italy and those of Austria-Hungary on the Italian Front in World War I, between 10 November and 2 December 1915."
"46","13.6333","400,000, 200,000","150,000 (35,000 killed","Italian_front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/2/27/Italian_Front_1915-1917.jpg","1917","6","8","Tenth Battle of the Isonzo","Limited Italian Advance","The Tenth Battle of the Isonzo was an Italian offensive against Austria-Hungary during World War I."
"45.8633","13.5281","250,000, 78,000","41,800 losses","Italian_front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/7/7e/WWI_-_Second_Battle_of_the_Isonzo_-_20th_Cavalleggeri_di_Roma_Cavalry_Regiment_position_in_the_Carso.jpg","1915","8","3","Second Battle of the Isonzo","Italian tactical victory","The Second Battle of the Isonzo was fought between the armies of the Kingdom of Italy and of Austria-Hungary in the Italian Front in World War I, between 18 July and 3 August 1915."
"45.8306","12.2094","*25,000 in 2 divisions, 57 divisions:, *900,000 in 52 divisions, *946,000, *~40,000 in 3 divisions, 1,570 mortars, 5,650 guns, 58 divisions, 6,833 artillery pieces, 676 aircraft, Total : 965,000","87,181:, 8,396 dead, 48,182 captured, 30,603 wounded","Italian_front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/6/68/Battle_of_the_Piave_River_1918.jpg","1918","6","23","Battle of the Piave River","Italian victory","The Second Battle of the Piave River, fought between 15 and 23 June 1918, was a decisive victory for the Italian Army against the Austro-Hungarian Empire during World War I. Though the battle proved to be a decisive blow to the Austro-Hungarian Empire and by extension the Central Powers, its full significance was not initially appreciated in Italy. Yet Erich Ludendorff, on hearing the news, is reported to have said he 'had the sensation of defeat for the first time'. It would later become clear that the battle was in fact the beginning of the end of the Austro-Hungarian Empire."
"45.9019","11.5089","850 guns, 2,000 guns, 172 battalions, 300 battalions","15,453 Killed, 55,635 Missing or Captured, 76,642 Wounded","Italian_front_(World_War_I), World_War_I","https://upload.wikimedia.org/wikipedia/commons/9/95/Guerra_Altipiani_Dopo_Assalto.jpg","1916","6","10","Battle of AsiagoSüdtirol Offensive","Italian defensive victory / Austro-Hungarian retreat","The Battle of Asiago (Battle of the Plateaux) or the Südtirol Offensive (in Italian: Battaglia degli Altipiani), nicknamed Strafexpedition (Punitive expedition) by the Italians, was a major counteroffensive launched by the Austro-Hungarians on the territory of Vicentine Alps in the Italian Front on 15 May 1916, during World War I. It was an unexpected attack that took place near Asiago in the province of Vicenza (now in northeast Italy, then on the Italian side of the border between the Kingdom of Italy and Austria-Hungary) after the Fifth Battle of the Isonzo (March 1916). Commemorating this battle and the soldiers killed in World War I is the Asiago War Memorial."
"46.2144","13.6425","353 000 soldiers, 2518 artillery pieces, 257 400 soldiers, 1342 artillery pieces","20,000â€“70,000","Italian_front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/2/20/Plotone_d'assalto_tedesco_con_MG0815.jpg","1917","11","19","Battle of Caporetto","Luigi Cadornarelieved of command, Central Powers victory, end ofIsonzo campaign","The Battle of Caporetto (also known as the Twelfth Battle of the Isonzo, the Battle of Kobarid or the Battle of Karfreit) was a battle on the Italian front of World War I. The battle was fought between the Kingdom of Italy and the Central Powers and took place from 24 October to 19 November 1917, near the town of Kobarid (now in north-western Slovenia, then part of the Austrian Littoral). The battle was named after the Italian name of the town (also known as Karfreit in German). Austro-Hungarian forces, reinforced by German units, were able to break into the Italian front line and rout the Italian forces opposing them. The battle was a demonstration of the effectiveness of the use of stormtroopers and the infiltration tactics developed in part by Oskar von Hutier. The use of poison gas by the Germans also played a key role in the collapse of the Italian Second Army. The rest of the Italian Army retreated 150 kilometres (93 mi) to the Piave River, its effective strength declined from 1,800,000 troops down to 1,000,000 and the government of Paolo Boselli collapsed."
"45.8567","13.4003","1,250 artillery pieces, 130 cavalry squadrons, 137 + 47 battalions, 338 battalions, 604 artillery pieces.","67,008:, 11,985 missing or captured, 10,733 killed, 44,290 wounded","Italian_front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/2/27/Italian_Front_1915-1917.jpg","1915","11","4","Third Battle of the Isonzo","Austro-Hungarian victory, failed Italian offensive","The Third Battle of the Isonzo was fought from 18 October through 4 November 1915 between the armies of Italy and Austria-Hungary."
"45.933","13.616","20 divisions, 14 divisions","50-60,000 killed, wounded, missing or captured","Italian_front_(World_War_I), World_War_I","https://upload.wikimedia.org/wikipedia/commons/4/48/The_transfer_of_wounded_Italian_soldiers_after_the_bombing_of_Monfalcone_1916.jpg","1916","10","12","Eighth Battle of the Isonzo","Inconclusive","The Eighth Battle of the Isonzo was fought from October 10-12, 1916 between Italy and Austria-Hungary."
"45.8","13.5333","250 battalions2,200 guns, 600 battalions5,200 guns","158,000 casualties:  30,000 dead108,000 wounded20,000 missing or taken prisoner","Italian_front_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/1/10/WWI_-_Eleventh_Battle_of_the_Isonzo_-_Italian_75mm_anti-aircraft_gun.jpg","1917","9","12","Eleventh Battle of the Isonzo","Italian tactical victory","The Eleventh Battle of the Isonzo was a World War I battle fought by the Italian and Austro-Hungarian Armies on the Italian Front between 18 August and 12 September 1917."
"45.933","13.616","770 artillery pieces, 240 battalions, 150 battalions, 1,150 artillery pieces","17,000-21,000","Italian_front_(World_War_I), World_War_I","https://upload.wikimedia.org/wikipedia/commons/5/52/WWI_-_Seventh_Battle_of_the_Isonzo_-_Italian_troops_with_a_captured_Austrian_machine_gun.jpg","1916","9","17","Seventh Battle of the Isonzo","Italian tactical victory","The Seventh Battle of the Isonzo was fought from September 14-17, 1916 between the armies of the Kingdom of Italy and those of Austria-Hungary. It followed the Italian successes during the Trentino Offensive and the Sixth Battle of the Isonzo in the spring of 1916."
"41.3167","19.45","1 submarine, 1 light cruiser, 4 light cruisers, 5 destroyers, 9  destroyers","1 light cruiser damaged, 1 submarine sunk","Adriatic_Campaign_of_World_War_I","https://upload.wikimedia.org/wikipedia/commons/1/14/HMS_Dartmouth_(1911).jpg","1915","12","29","Battle of Durazzo (1915)","Allied victory","The First Battle of Durazzo was a naval battle of World War I. It was fought off Durazzo, Albania at the end of December 1915 and involved the navies of Austria-Hungary, the United Kingdom, Italy, and France."
"41.3014","19.3633",":, 1 torpedo boat, 2 destroyers, 2submarines, Land:, Sea:, 5 light cruisers, 3shore batteries, 12submarine chasers, 14 destroyers, 1battleship, 1hospital ship, 3armoured cruisers, 3light cruisers, 7destroyers, 8torpedo boats, numerousaircraft, severalMAS boats","5 light cruisers damaged, 1 destroyer damaged","Naval_warfare_in_the_Mediterranean_during_World_War_I, Adriatic_Campaign_of_World_War_I, World_War_I","https://upload.wikimedia.org/wikipedia/commons/4/47/HMS_Weymouth_1915_AWM_H16461.jpeg","1918","10","2","Second Battle of Durazzo","Allied victory, Durazzo evacuated by Austro-Hungarian forces","The Second Battle of Durazzo, or the Bombardment of Durazzo was a naval battle fought in the Adriatic Sea during the First World War. A large allied fleet led by the Regia Marina attacked the enemy-held port at Durazzo, Albania. The fleet destroyed the Austro-Hungarian shore defenses and skirmished with a small naval force. Allied forces involved primarily were Italian though British, American and Australian warships also participated. It was the largest naval battle the United States participated in during the war. Most of the city was destroyed in the bombardment."
"6.13194","1.22278","693â€“1,500, British: 600, France: 500","British: 83, French:","African_theatre_of_World_War_I","https://upload.wikimedia.org/wikipedia/commons/a/a6/Gulf_of_Guinea_(English).jpg","1914","8","26","Togoland Campaign","Allied victory","The Togoland Campaign (6-26 August 1914) was a French and British invasion of the German colony of Togoland in West Africa, which began the West African Campaign of the First World War. German colonial forces withdrew from the capital Lomé and the coastal province to fight delaying actions on the route north to , where the Kamina Funkstation (wireless transmitter) linked the government in Berlin to Togoland, the Atlantic and South America. The main British and French force from the neighbouring colonies of Gold Coast and Dahomey advanced from the coast up the road and railway, as smaller forces converged on Kamina from the north. The German defenders were able to delay the invaders for several days at the Affair of Agbeluvoe (affair, an action or engagement not of sufficient magnitude to be called a battle) and the Affair of Khra but surrendered the colony on 26 August 1914. In 1916, Togoland was partitioned by the victors and in July 1922, British Togoland and French Togoland were established as League of Nations mandates."
"-6.307","34.854","1918: 1,283, Regulars (Schutztruppe), Total: 22,000, initially: 2,700, Initially: 2 battalions, British Empire, Total: 250,000 soldiers, 600,000porters, maximum: 18,000, 12,000â€“20,000 soldiers, Irregulars (Ruga-Ruga) 12,000+","22,000, 5,000, 12,000+, *dead, 11,189 soldiers killed, 15,650 porters died, 2,620 soldiers killed, 5,533 soldiers killed, 5,640 soldiers missing/, 95,000 porters died, Total: 40,000+ military casualties, unknown number of porter deaths","African_theatre_of_World_War_I","https://upload.wikimedia.org/wikipedia/commons/f/f4/Ger_claims_Prof_Delbruck_1917.jpg","1914","8","3","East African campaign","See [[#Aftermath","The East African campaign in World War I was a series of battles and guerrilla actions, which started in German East Africa (GEA) and spread to portions of Mozambique, Rhodesia, British East Africa, the Uganda, and the Belgian Congo. The campaign all but ended in German East Africa in November 1917 when the Germans entered Mozambique and continued the campaign living off Portuguese supplies. The strategy of the German colonial forces, led by Lieutenant Colonel (later Generalmajor) Paul von Lettow-Vorbeck, was to divert Allied forces from the Western Front to Africa. His strategy achieved only mixed results after 1916 when he was driven out of German East Africa. The campaign in Africa consumed considerable amounts of money and war material that could have gone to other fronts. The Germans in East Africa fought for the whole of the war, receiving word of the armistice on 14 November 1918 at 07:30 hours. Both sides waited for confirmation, with the Germans formally surrendering on 25 November. GEA became two League of Nations Class B Mandates, Tanganyika Territory of the United Kingdom and Ruanda-Urundi of Belgium, while the Kionga Triangle was ceded to Portugal."
"3.86667","11.5167","7,000, Total:, 6,000, 600, 9,000, France:, 1914:, Britain:, 1,668, 1,855, 1915:, Belgian Congo:","906, France:, 917, Britain:","African_theatre_of_World_War_I","https://upload.wikimedia.org/wikipedia/commons/c/cd/Reichskolonialflagge.svg","1914","8","6","Kamerun campaign","Allied victory","The Kamerun campaign took place in the German colony of Kamerun in the African theatre of the First World War when the British, French and Belgians invaded the German colony from August 1914 to March 1916. Most of the campaign took place in Kamerun but skirmishes also broke out in British Nigeria. By the Spring of 1916, following Allied victories, the majority of German troops and the civil administration fled to the neighbouring neutral colony of Spanish Guinea (Río Muni). The campaign ended in a defeat for Germany and the partition of its former colony between France and Britain."
"-19.65","17.3333","1,000, 3,500, 10 machine guns","3 killed, 20 captured, 8 wounded","South_West_Africa_campaign","https://upload.wikimedia.org/wikipedia/commons/c/cd/Reichskolonialflagge.svg","1915","7","1","Battle of Otavi","Decisive South African victory","The Battle of Otavi fought between the militaries of the Union of South Africa and German Southwest Africa on 1 July 1915 was the final battle of the South West Africa Campaign of World War I. The battle, fought between Otavi mountain and Otavifontein, was a delaying action led by the German Major Hermann Ritter. Ritter's forces intended to buy the main German force at Tsombe several days so as they could harden their positions there. In the end, Botha's forces were able to rout Ritter's troops, leading to an overall breakdown in the German lines that brought the campaign to an end."
"-28.6847","18.5166","1,700 soldiers, 10 artillery pieces, 2 artillery pieces, 2 cavalry squadrons, 2 machine guns, 237 officers, 4 machine guns, and soldiers","14 killed, 46 wounded","South_West_Africa_campaign","https://upload.wikimedia.org/wikipedia/commons/d/d7/Blue_pog.svg","1914","9","26","Battle of Sandfontein","German victory","The Battle of Sandfontein was fought between the Union of South Africa on behalf of the British Imperial Government and the German Empire (modern-day Namibia) on 26 September 1914 at Sandfontein, during the first stage of the South West Africa Campaign of World War I, and ended in a German victory."
"-22.293","15.103","1,350, 2 field guns, 700-1,500, 9 armoured cars","14 wounded, 13 captured, 14 killed","South_West_Africa_campaign","https://upload.wikimedia.org/wikipedia/commons/c/cd/Reichskolonialflagge.svg","1915","4","26","Battle of Trekkopjes","South African victory","The Battle of Trekkopjes on 26 April 1915 was a German assault on the South African held railway station of Trekkopjes during the South West Africa Campaign of World War I. The South African Major Skinner had been ordered to defend Trekkopjes, and came into contact with a German column advancing on the station. Skinner withdrew back into Trekkopjes and dug in his forces. The German attack was repulsed with the help of armoured cars, leaving the South Africans victorious. The Battle of Trekkopjes saw the last German offensive in German South West Africa leaving them on the defensive for the remainder of the campaign."
"-28.8","20.65","6,000, unknown","16 wounded, 7 killed, 16 captured","South_West_Africa_campaign","https://upload.wikimedia.org/wikipedia/commons/c/cd/Reichskolonialflagge.svg","1915","2","4","Battle of Kakamas","South African victory, * German invasion repelled","The battle of Kakamas took place in Kakamas, Northern Cape Province of South Africa on 4 February 1915. It was a skirmish for control of two river fords over the Orange River between contingents of a German invasion force and South African armed forces. The South Africans succeed in preventing the Germans gaining control of the fords and crossing the river."
"-17.1961","14.6842","200 Cavalry, 580 Infantry, 650 Infantry","Around 70","German_campaign_in_Angola","https://upload.wikimedia.org/wikipedia/commons/b/b2/Embarque_tropas_para_angola_2.jpg","1914","10","14","Battle of Naulila","German Victory","Naulila was the scene of fighting between Portuguese Angola and German South West Africa during the early stages of World War I. On 19 October 1914, a German military column crossed the border and entered Angola without authorization from the Portuguese authorities. The column was intercepted by Portuguese forces and conducted to Fort Naulila. At Naulila, a dispute occurred between the Portuguese and the Germans which resulted in the death of three German officers. On 31 October, the Germans under the command of Oswald Ostermann retaliated, and raided the Portuguese fort at Cuangar, destroying the fort and killing all stationed border guards with machine-guns. This was later referred to as the Cuangar Massacre. On 18/19 December, Victor Franke led a successful retaliatory attack, defeating the Portuguese at Naulila."
"6.6595","1.16733","1,500, 2,642","83","Togoland_campaign","https://upload.wikimedia.org/wikipedia/commons/a/a6/Gulf_of_Guinea_(English).jpg","1914","8","15","Affair of Agbeluvoe","British and French victory","The Affair of Agbeluvoe (Agbéluvhoé, Beleaguer or the Battle of Tsewie, was fought during the First World War between invading British Empire soldiers of the West African Rifles and German Polizeitruppen (paramiltary police) in German Togoland (now Togo) on 15 August 1914. British troops occupying the Togolese capital of Lomé on the coast, had advanced towards a wireless station at Kamina, 100 mi (160 km) inland on hills near Atakpamé. The only routes inland were by the railway and road, which had been built through dense and almost impassable jungle. Two trainloads of German troops steamed south to engage the British and delay the Anglo-French invasion but were ambushed at Agbulovhoe, suffered many casualties and fled, leaving 30 mi (48 km) of railway to the north intact. After a halt of three days to accumulate supplies, the British advance resumed with support from French Tirailleurs Sénégalais. The German colonial forces were capable of only one more defensive action at the Affair of Khra on 22 August. The Germans blew up the wireless transmitter at Kamina on the night of 24/25 August and the colony was surrendered the next day."
"7.17067","1.15867","British: 300, France: 158, German Empire: 460â€“560","France: 44, Britain 31","Togoland_campaign","https://upload.wikimedia.org/wikipedia/commons/a/a6/Gulf_of_Guinea_(English).jpg","1914","8","22","Affair of Khra","Allied victory","The Affair of Khra [Chra] was fought by British and French troops against German Polizeitruppen (paramilitary police) in the village of Khra, near the on 22 August 1914, during the Togoland Campaign of the First World War. The German defenders mined the approaches to the river, blew the bridges and dug in around the village on the far bank, ready to defend the crossing with rifles and three concealed machine-guns. The British-French attack was repulsed and then a German counter-attack was ordered but many troops refused the order and the attack was not delivered. The Germans retired overnight to , due to apprehension that other British and French troops would cut off the Germans retreat and overestimation of the number of their opponents. The invaders paused for two days and resumed the advance on Kamina; they were met at Glei on 25 August, by two Germans who offered terms of surrender. Unconditional surrender was demanded by the British commander, which was accepted by the Germans the next day and hostilities ceased. The colony was administered jointly for the duration of the war by the French and British; after the war Togoland was partitioned. The western part of Togoland, administered by the British, joined Ghana in 1957 and French Togoland became independent as Togo in 1960."
"-3.07583","37.3533","~1,500, 686","109","East_African_campaign_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/0/01/Bundesarchiv_Bild_105-DOA3105,_Deutsch-Ostafrika,_Pflanzer_von_Kilimandscharo.jpg","1914","11","3","Battle of Kilimanjaro","German victory","The Battle of Kilimanjaro at Longido took place in German East Africa in November 1914 and was an early skirmish during the East African Campaign of the First World War."
"-4.90361","35.7767","3,000, 4,000, 6 field guns","15 captured, 5 killed","East_African_campaign_(World_War_I)","https://upload.wikimedia.org/wikipedia/commons/c/cd/Reichskolonialflagge.svg","1916","5","10","Battle of Kondoa Irangi","German victory","The Battle of Kondoa Irangi was a battle of the East African Campaign of World War I."
